,branch,quartet_type,t1,t2,m_gts,n_gts,mu3,mu2,mu1,mua,mub,muc,mud,l_theory,l_simplified,l_empirical,gene_type
1905,terminal B,balanced,0.65422761165,1.2976299528000002,9076,924,0.000184179110798184,0.000178539041205528,0.000289687259830776,0.000152559533932488,0.00021377110750430399,0.000344240134021296,0.00019186351980364798,0.11999894637925385,0.13406669958359949,0.12430733164502164,non-matching
1906,terminal C,balanced,0.65422761165,1.2976299528000002,9076,924,0.000184179110798184,0.000178539041205528,0.000289687259830776,0.000152559533932488,0.00021377110750430399,0.000344240134021296,0.00019186351980364798,0.0787995263379294,0.07859677361146948,0.07861956584728955,matching
1907,terminal C,balanced,0.65422761165,1.2976299528000002,9076,924,0.000184179110798184,0.000178539041205528,0.000289687259830776,0.000152559533932488,0.00021377110750430399,0.000344240134021296,0.00019186351980364798,0.1192495281317229,0.11849751885270213,0.11874664667748917,non-matching
1908,terminal D,balanced,0.65422761165,1.2976299528000002,9076,924,0.000184179110798184,0.000178539041205528,0.000289687259830776,0.000152559533932488,0.00021377110750430399,0.000344240134021296,0.00019186351980364798,0.05739457239388426,0.05719181966742436,0.05813884087483473,matching
1909,terminal D,balanced,0.65422761165,1.2976299528000002,9076,924,0.000184179110798184,0.000178539041205528,0.000289687259830776,0.000152559533932488,0.00021377110750430399,0.000344240134021296,0.00019186351980364798,0.0978445741876778,0.09709256490865699,0.0992306075,non-matching
1910,internal,balanced,0.081343643,0.8244398637000001,7264,2736,5.6911748773851995e-05,0.000217893267546276,0.000183636373999568,0.000141557752908152,0.000161129027983154,0.000192025866204228,3.391907888404e-05,0.02791217683363052,0.011689238295512478,0.027115929698513216,matching
1911,internal,balanced,0.081343643,0.8244398637000001,7264,2736,5.6911748773851995e-05,0.000217893267546276,0.000183636373999568,0.000141557752908152,0.000161129027983154,0.000192025866204228,3.391907888404e-05,0.011382349754770399,0.011382349754770399,0.011918469729532161,non-matching
1912,terminal A,balanced,0.081343643,0.8244398637000001,7264,2736,5.6911748773851995e-05,0.000217893267546276,0.000183636373999568,0.000141557752908152,0.000161129027983154,0.000192025866204228,3.391907888404e-05,0.0666110353701036,0.08768724871641137,0.06556680009361233,matching
1913,terminal A,balanced,0.081343643,0.8244398637000001,7264,2736,5.6911748773851995e-05,0.000217893267546276,0.000183636373999568,0.000141557752908152,0.000161129027983154,0.000192025866204228,3.391907888404e-05,0.06489589999950622,0.08179251669626836,0.06571548341739766,non-matching
1914,terminal B,balanced,0.081343643,0.8244398637000001,7264,2736,5.6911748773851995e-05,0.000217893267546276,0.000183636373999568,0.000141557752908152,0.000161129027983154,0.000192025866204228,3.391907888404e-05,0.07412114563755325,0.09519735898386102,0.07213635154460352,matching
1915,terminal B,balanced,0.081343643,0.8244398637000001,7264,2736,5.6911748773851995e-05,0.000217893267546276,0.000183636373999568,0.000141557752908152,0.000161129027983154,0.000192025866204228,3.391907888404e-05,0.07240601026695587,0.089302626963718,0.07180062262792399,non-matching
1916,terminal C,balanced,0.081343643,0.8244398637000001,7264,2736,5.6911748773851995e-05,0.000217893267546276,0.000183636373999568,0.000141557752908152,0.000161129027983154,0.000192025866204228,3.391907888404e-05,0.06732453782659863,0.07279330138308585,0.06647494572274229,matching
1917,terminal C,balanced,0.081343643,0.8244398637000001,7264,2736,5.6911748773851995e-05,0.000217893267546276,0.000183636373999568,0.000141557752908152,0.000161129027983154,0.000192025866204228,3.391907888404e-05,0.08866380301888038,0.11012800552187024,0.08933902530336259,non-matching
1918,terminal D,balanced,0.081343643,0.8244398637000001,7264,2736,5.6911748773851995e-05,0.000217893267546276,0.000183636373999568,0.000141557752908152,0.000161129027983154,0.000192025866204228,3.391907888404e-05,0.03015173053618357,0.03562049409267078,0.029702805618116737,matching
1919,terminal D,balanced,0.081343643,0.8244398637000001,7264,2736,5.6911748773851995e-05,0.000217893267546276,0.000183636373999568,0.000141557752908152,0.000161129027983154,0.000192025866204228,3.391907888404e-05,0.05149099572846533,0.07295519823145519,0.05134817016081871,non-matching
1920,internal,unbalanced,0.16206859985000002,1.33399085795,4320,5680,0.00015389906186448,0.0001434457208988,0.00010122167955096,0.00012566997785412,0.00011014141983102001,0.0001138135105305,0.0001368807395994,0.029989650171130176,0.02927119086313697,0.02977750033796296,matching
1921,internal,unbalanced,0.16206859985000002,1.33399085795,4320,5680,0.00015389906186448,0.0001434457208988,0.00010122167955096,0.00012566997785412,0.00011014141983102001,0.0001138135105305,0.0001368807395994,0.02949613381791701,0.028689144179760002,0.030627480276408447,non-matching
1922,terminal A,unbalanced,0.16206859985000002,1.33399085795,4320,5680,0.00015389906186448,0.0001434457208988,0.00010122167955096,0.00012566997785412,0.00011014141983102001,0.0001138135105305,0.0001368807395994,0.021755321658315258,0.021624229344754883,0.022263115810185186,matching
1923,terminal A,unbalanced,0.16206859985000002,1.33399085795,4320,5680,0.00015389906186448,0.0001434457208988,0.00010122167955096,0.00012566997785412,0.00011014141983102001,0.0001138135105305,0.0001368807395994,0.039995913241459013,0.03985463068127134,0.04103342530633803,non-matching
1924,terminal B,unbalanced,0.16206859985000002,1.33399085795,4320,5680,0.00015389906186448,0.0001434457208988,0.00010122167955096,0.00012566997785412,0.00011014141983102001,0.0001138135105305,0.0001368807395994,0.020190227668366225,0.020059135354805847,0.02067059009490741,matching
1925,terminal B,unbalanced,0.16206859985000002,1.33399085795,4320,5680,0.00015389906186448,0.0001434457208988,0.00010122167955096,0.00012566997785412,0.00011014141983102001,0.0001138135105305,0.0001368807395994,0.03843081925150998,0.038289536691322304,0.03849115908978873,non-matching
1926,terminal C,unbalanced,0.16206859985000002,1.33399085795,4320,5680,0.00015389906186448,0.0001434457208988,0.00010122167955096,0.00012566997785412,0.00011014141983102001,0.0001138135105305,0.0001368807395994,0.05058986573493729,0.050108577376843905,0.05048345441898148,matching
1927,terminal C,unbalanced,0.16206859985000002,1.33399085795,4320,5680,0.00015389906186448,0.0001434457208988,0.00010122167955096,0.00012566997785412,0.00011014141983102001,0.0001138135105305,0.0001368807395994,0.02489802393293728,0.02472321576034339,0.025263652630281692,non-matching
1928,terminal D,unbalanced,0.16206859985000002,1.33399085795,4320,5680,0.00015389906186448,0.0001434457208988,0.00010122167955096,0.00012566997785412,0.00011014141983102001,0.0001138135105305,0.0001368807395994,0.11890776976694059,0.1154532305810688,0.11879053683796297,matching
1929,terminal D,unbalanced,0.16206859985000002,1.33399085795,4320,5680,0.00015389906186448,0.0001434457208988,0.00010122167955096,0.00012566997785412,0.00011014141983102001,0.0001138135105305,0.0001368807395994,0.11551105594443654,0.11214944801780928,0.11639282922887324,non-matching
1930,internal,balanced,1.05108713165,1.58587534955,9537,463,9.524378653732801e-05,0.00012248066169141,0.000126369140810242,0.00011919676574212001,7.7666071574322e-05,0.000147198280774974,9.9994228027782e-05,0.060366971979413375,0.032251274393854286,0.059923419067841044,matching
1931,internal,balanced,1.05108713165,1.58587534955,9537,463,9.524378653732801e-05,0.00012248066169141,0.000126369140810242,0.00011919676574212001,7.7666071574322e-05,0.000147198280774974,9.9994228027782e-05,0.0190487573074656,0.0190487573074656,0.021731649784017277,non-matching
1932,terminal A,balanced,1.05108713165,1.58587534955,9537,463,9.524378653732801e-05,0.00012248066169141,0.000126369140810242,0.00011919676574212001,7.7666071574322e-05,0.000147198280774974,9.9994228027782e-05,0.04443191115034193,0.04635304334903663,0.04483183080213904,matching
1933,terminal A,balanced,1.05108713165,1.58587534955,9537,463,9.524378653732801e-05,0.00012248066169141,0.000126369140810242,0.00011919676574212001,7.7666071574322e-05,0.000147198280774974,9.9994228027782e-05,0.06188563606265246,0.066035683299041,0.061843149308855296,non-matching
1934,terminal B,balanced,1.05108713165,1.58587534955,9537,463,9.524378653732801e-05,0.00012248066169141,0.000126369140810242,0.00011919676574212001,7.7666071574322e-05,0.000147198280774974,9.9994228027782e-05,0.036550109124875566,0.038471241323570264,0.03642315792387543,matching
1935,terminal B,balanced,1.05108713165,1.58587534955,9537,463,9.524378653732801e-05,0.00012248066169141,0.000126369140810242,0.00011919676574212001,7.7666071574322e-05,0.000147198280774974,9.9994228027782e-05,0.054003834037186095,0.05815388127357464,0.05465979857451404,non-matching
1936,terminal C,balanced,1.05108713165,1.58587534955,9537,463,9.524378653732801e-05,0.00012248066169141,0.000126369140810242,0.00011919676574212001,7.7666071574322e-05,0.000147198280774974,9.9994228027782e-05,0.03368368496779421,0.03453656767363628,0.03434423007759254,matching
1937,terminal C,balanced,1.05108713165,1.58587534955,9537,463,9.524378653732801e-05,0.00012248066169141,0.000126369140810242,0.00011919676574212001,7.7666071574322e-05,0.000147198280774974,9.9994228027782e-05,0.06373867128746184,0.06737025464133944,0.0674276448812095,non-matching
1938,terminal D,balanced,1.05108713165,1.58587534955,9537,463,9.524378653732801e-05,0.00012248066169141,0.000126369140810242,0.00011919676574212001,7.7666071574322e-05,0.000147198280774974,9.9994228027782e-05,0.02977401259904336,0.030626895304885434,0.029753748667295795,matching
1939,terminal D,balanced,1.05108713165,1.58587534955,9537,463,9.524378653732801e-05,0.00012248066169141,0.000126369140810242,0.00011919676574212001,7.7666071574322e-05,0.000147198280774974,9.9994228027782e-05,0.059828998918710984,0.06346058227258859,0.059774781771058313,non-matching
1940,internal,unbalanced,0.4836039004,1.15944120535,5884,4116,9.2390131419516e-05,0.00023629491542804696,0.00011661496189422,0.00014939460722857798,0.000152879826207747,0.000179395104373761,7.8825559103076e-05,0.04077779795204,0.05122538765532618,0.039646388489123045,matching
1941,internal,unbalanced,0.4836039004,1.15944120535,5884,4116,9.2390131419516e-05,0.00023629491542804696,0.00011661496189422,0.00014939460722857798,0.000152879826207747,0.000179395104373761,7.8825559103076e-05,0.0341618473004146,0.04725898308560939,0.03432206673712342,non-matching
1942,terminal A,unbalanced,0.4836039004,1.15944120535,5884,4116,9.2390131419516e-05,0.00023629491542804696,0.00011661496189422,0.00014939460722857798,0.000152879826207747,0.000179395104373761,7.8825559103076e-05,0.02343816297221235,0.023475144760776848,0.02301647491502379,matching
1943,terminal A,unbalanced,0.4836039004,1.15944120535,5884,4116,9.2390131419516e-05,0.00023629491542804696,0.00011661496189422,0.00014939460722857798,0.000152879826207747,0.000179395104373761,7.8825559103076e-05,0.05404925051227669,0.06132700323304239,0.05527348488338192,non-matching
1944,terminal B,unbalanced,0.4836039004,1.15944120535,5884,4116,9.2390131419516e-05,0.00023629491542804696,0.00011661496189422,0.00014939460722857798,0.000152879826207747,0.000179395104373761,7.8825559103076e-05,0.023686976166641827,0.02372395795520632,0.023181591694425564,matching
1945,terminal B,unbalanced,0.4836039004,1.15944120535,5884,4116,9.2390131419516e-05,0.00023629491542804696,0.00011661496189422,0.00014939460722857798,0.000152879826207747,0.000179395104373761,7.8825559103076e-05,0.05429806370670616,0.06157581642747186,0.056697923610301265,non-matching
1946,terminal C,unbalanced,0.4836039004,1.15944120535,5884,4116,9.2390131419516e-05,0.00023629491542804696,0.00011661496189422,0.00014939460722857798,0.000152879826207747,0.000179395104373761,7.8825559103076e-05,0.07223089263304,0.08291444162743902,0.07052910284160435,matching
1947,terminal C,unbalanced,0.4836039004,1.15944120535,5884,4116,9.2390131419516e-05,0.00023629491542804696,0.00011661496189422,0.00014939460722857798,0.000152879826207747,0.000179395104373761,7.8825559103076e-05,0.04639754412035256,0.04591142090157369,0.04580789647959183,non-matching
1948,terminal D,unbalanced,0.4836039004,1.15944120535,5884,4116,9.2390131419516e-05,0.00023629491542804696,0.00011661496189422,0.00014939460722857798,0.000152879826207747,0.000179395104373761,7.8825559103076e-05,0.08107517075972935,0.12808618703710828,0.07928162745241332,matching
1949,terminal D,unbalanced,0.4836039004,1.15944120535,5884,4116,9.2390131419516e-05,0.00023629491542804696,0.00011661496189422,0.00014939460722857798,0.000152879826207747,0.000179395104373761,7.8825559103076e-05,0.0736614983280205,0.1178302246773642,0.07386009364431487,non-matching
1950,internal,unbalanced,0.24804571,1.73974616385,4727,5273,0.00030057371534601,0.000230725566273642,0.000230507758318636,0.00041395718251459405,0.000273765896106294,0.000132655145096814,0.000309355726983554,0.05196803440434261,0.04887113324158384,0.05328686570975248,matching
1951,internal,unbalanced,0.24804571,1.73974616385,4727,5273,0.00030057371534601,0.000230725566273642,0.000230507758318636,0.00041395718251459405,0.000273765896106294,0.000132655145096814,0.000309355726983554,0.04978618153211918,0.0461451132547284,0.05067843073203111,non-matching
1952,terminal A,unbalanced,0.24804571,1.73974616385,4727,5273,0.00030057371534601,0.000230725566273642,0.000230507758318636,0.00041395718251459405,0.000273765896106294,0.000132655145096814,0.000309355726983554,0.01813142463194171,0.018058976507937884,0.01837731836259784,matching
