Dataset,Method,RTT,
Bees,CASTLES-Pro,0.077321,
Bees,CASTLES-Pro,0.079632,
Bees,CASTLES-Pro,0.06411,
Bees,CASTLES-Pro,0.080703,
Bees,CASTLES-Pro,0.06874,
Bees,CASTLES-Pro,0.061061,
Bees,CASTLES-Pro,0.058798,
Bees,CASTLES-Pro,0.072388,
Bees,CASTLES-Pro,0.060286,
Bees,CASTLES-Pro,0.063985,
Bees,CASTLES-Pro,0.067718,
Bees,CASTLES-Pro,0.068303,
Bees,CASTLES-Pro,0.067739,
Bees,CASTLES-Pro,0.099845,
Bees,CASTLES-Pro,0.056914,
Bees,CASTLES-Pro,0.057588,
Bees,CASTLES-Pro,0.075748,
Bees,CASTLES-Pro,0.081375,
Bees,CASTLES-Pro,0.08992,
Bees,CASTLES-Pro,0.083676,
Bees,CASTLES-Pro,0.082805,
Bees,CASTLES-Pro,0.083233,
Bees,CASTLES-Pro,0.084016,
Bees,CASTLES-Pro,0.084363,
Bees,CASTLES-Pro,0.081798,
Bees,CASTLES-Pro,0.077209,
Bees,CASTLES-Pro,0.072165,
Bees,CASTLES-Pro,0.075822,
Bees,CASTLES-Pro,0.079646,
Bees,CASTLES-Pro,0.084714,
Fungi,Concatenation,0.988958,
Fungi,Concatenation,1.131767,
Fungi,Concatenation,1.121446,
Fungi,Concatenation,1.175712,
Fungi,Concatenation,1.065494,
Fungi,Concatenation,1.068512,
Fungi,Concatenation,1.058789,
Fungi,Concatenation,1.036898,
Fungi,Concatenation,1.017957,
Fungi,Concatenation,0.893356,
Fungi,Concatenation,0.897322,
Fungi,Concatenation,0.958858,
Fungi,Concatenation,1.014855,
Fungi,Concatenation,0.987478,
Fungi,Concatenation,0.965092,
Fungi,Concatenation,0.834969,
Fungi,CASTLES-Pro,1.138074,
Fungi,CASTLES-Pro,1.151686,
Fungi,CASTLES-Pro,1.154181,
Fungi,CASTLES-Pro,1.093003,
Fungi,CASTLES-Pro,1.170588,
Fungi,CASTLES-Pro,1.203344,
Fungi,CASTLES-Pro,1.156443,
Fungi,CASTLES-Pro,1.38084,
Fungi,CASTLES-Pro,1.370397,
Fungi,CASTLES-Pro,1.037357,
Fungi,CASTLES-Pro,0.904469,
Fungi,CASTLES-Pro,1.03646,
Fungi,CASTLES-Pro,1.079041,
Fungi,CASTLES-Pro,1.029446,
Fungi,CASTLES-Pro,0.973034,
Fungi,CASTLES-Pro,0.979083,
Plants(1kp),Concatenation,0.844892852,
Plants(1kp),Concatenation,0.619308129,
Plants(1kp),Concatenation,0.622828556,
Plants(1kp),Concatenation,0.552816395,
Plants(1kp),Concatenation,0.525020961,
Plants(1kp),Concatenation,0.566913129,
Plants(1kp),Concatenation,0.584666822,
Plants(1kp),Concatenation,0.624306107,
Plants(1kp),Concatenation,0.740631477,
Plants(1kp),Concatenation,0.721119266,
Plants(1kp),Concatenation,0.812715064,
Plants(1kp),Concatenation,0.684449204,
Plants(1kp),Concatenation,0.644314718,
Plants(1kp),Concatenation,0.792582311,
Plants(1kp),Concatenation,0.595833908,
Plants(1kp),Concatenation,0.595409846,
Plants(1kp),Concatenation,0.595836621,
Plants(1kp),Concatenation,0.619280291,
Plants(1kp),Concatenation,0.642762758,
Plants(1kp),Concatenation,0.613816341,
Plants(1kp),Concatenation,0.606842066,
Plants(1kp),Concatenation,0.636596444,
Plants(1kp),Concatenation,0.696446091,
Plants(1kp),Concatenation,0.677868666,
Plants(1kp),Concatenation,0.634523413,
Plants(1kp),Concatenation,0.667709252,
Plants(1kp),Concatenation,0.603466715,
Plants(1kp),Concatenation,0.694596035,
Plants(1kp),Concatenation,0.659355179,
Plants(1kp),Concatenation,0.677074772,
Plants(1kp),Concatenation,0.697842682,
Plants(1kp),Concatenation,0.644435521,
Plants(1kp),Concatenation,0.701783101,
Plants(1kp),Concatenation,0.682326392,
Plants(1kp),Concatenation,0.698908256,
Plants(1kp),Concatenation,0.69222163,
Plants(1kp),Concatenation,0.71488596,
Plants(1kp),Concatenation,0.835076781,
Plants(1kp),Concatenation,0.823296937,
Plants(1kp),Concatenation,0.851947177,
Plants(1kp),Concatenation,0.675791494,
Plants(1kp),Concatenation,0.675691257,
Plants(1kp),Concatenation,0.770120293,
Plants(1kp),Concatenation,0.795664937,
Plants(1kp),Concatenation,0.790806641,
Plants(1kp),Concatenation,0.793409835,
Plants(1kp),Concatenation,0.808795969,
Plants(1kp),Concatenation,0.864584641,
Plants(1kp),Concatenation,0.825925461,
Plants(1kp),Concatenation,0.799410149,
Plants(1kp),Concatenation,0.855058061,
Plants(1kp),Concatenation,0.861929202,
Plants(1kp),Concatenation,0.851043501,
Plants(1kp),Concatenation,0.844935701,
Plants(1kp),Concatenation,0.891312616,
Plants(1kp),Concatenation,0.904360893,
Plants(1kp),Concatenation,0.908627099,
Plants(1kp),Concatenation,0.96836654,
Plants(1kp),Concatenation,0.904653553,
Plants(1kp),Concatenation,0.935992106,
Plants(1kp),Concatenation,0.916246124,
Plants(1kp),Concatenation,0.94715133,
Plants(1kp),Concatenation,0.888025773,
Plants(1kp),Concatenation,0.95472293,
Plants(1kp),Concatenation,0.937705659,
Plants(1kp),Concatenation,0.948467792,
Plants(1kp),Concatenation,0.929960391,
Plants(1kp),Concatenation,0.927918283,
Plants(1kp),Concatenation,0.929476078,
Plants(1kp),Concatenation,0.848221988,
Plants(1kp),Concatenation,0.866043413,
Plants(1kp),Concatenation,0.836539456,
Plants(1kp),Concatenation,0.869128218,
Plants(1kp),Concatenation,0.977892241,
Plants(1kp),Concatenation,0.969027035,
Plants(1kp),Concatenation,0.978415632,
Plants(1kp),Concatenation,0.970768331,
Plants(1kp),Concatenation,0.847536497,
Plants(1kp),Concatenation,0.865624858,
Plants(1kp),CASTLES-Pro,0.63438379,
Plants(1kp),CASTLES-Pro,0.52583279,
Plants(1kp),CASTLES-Pro,0.61758679,
Plants(1kp),CASTLES-Pro,0.59974579,
Plants(1kp),CASTLES-Pro,0.75979979,
Plants(1kp),CASTLES-Pro,0.64065779,
Plants(1kp),CASTLES-Pro,0.80502279,
Plants(1kp),CASTLES-Pro,0.84896179,
Plants(1kp),CASTLES-Pro,0.66463279,
Plants(1kp),CASTLES-Pro,0.87674579,
Plants(1kp),CASTLES-Pro,0.82340079,
Plants(1kp),CASTLES-Pro,0.93073379,
Plants(1kp),CASTLES-Pro,0.83086779,
Plants(1kp),CASTLES-Pro,0.81383479,
Plants(1kp),CASTLES-Pro,0.88393379,
Plants(1kp),CASTLES-Pro,0.77163279,
Plants(1kp),CASTLES-Pro,0.67280679,
Plants(1kp),CASTLES-Pro,0.68198879,
Plants(1kp),CASTLES-Pro,0.95096679,
Plants(1kp),CASTLES-Pro,0.95166079,
Plants(1kp),CASTLES-Pro,0.89170279,
Plants(1kp),CASTLES-Pro,0.76297979,
Plants(1kp),CASTLES-Pro,0.88323479,
Plants(1kp),CASTLES-Pro,0.82943979,
Plants(1kp),CASTLES-Pro,0.76628579,
Plants(1kp),CASTLES-Pro,0.72825079,
Plants(1kp),CASTLES-Pro,0.78635479,
Plants(1kp),CASTLES-Pro,0.87456579,
Plants(1kp),CASTLES-Pro,0.88350979,
Plants(1kp),CASTLES-Pro,0.87051579,
Plants(1kp),CASTLES-Pro,0.88582379,
Plants(1kp),CASTLES-Pro,0.72864079,
Plants(1kp),CASTLES-Pro,0.73429079,
Plants(1kp),CASTLES-Pro,0.78644979,
Plants(1kp),CASTLES-Pro,0.75420079,
Plants(1kp),CASTLES-Pro,0.76141379,
Plants(1kp),CASTLES-Pro,0.75198479,
Plants(1kp),CASTLES-Pro,0.77562479,
Plants(1kp),CASTLES-Pro,0.74028979,
Plants(1kp),CASTLES-Pro,0.71570479,
Plants(1kp),CASTLES-Pro,0.69920679,
Plants(1kp),CASTLES-Pro,0.92111979,
Plants(1kp),CASTLES-Pro,1.01501279,
Plants(1kp),CASTLES-Pro,0.98194879,
Plants(1kp),CASTLES-Pro,1.33578479,
Plants(1kp),CASTLES-Pro,1.18241379,
Plants(1kp),CASTLES-Pro,1.19944479,
Plants(1kp),CASTLES-Pro,1.19591879,
Plants(1kp),CASTLES-Pro,1.19134379,
Plants(1kp),CASTLES-Pro,1.17925179,
Plants(1kp),CASTLES-Pro,1.26640879,
Plants(1kp),CASTLES-Pro,1.19648179,
Plants(1kp),CASTLES-Pro,1.19778779,
Plants(1kp),CASTLES-Pro,1.21031779,
Plants(1kp),CASTLES-Pro,1.24523279,
Plants(1kp),CASTLES-Pro,1.21009979,
Plants(1kp),CASTLES-Pro,1.17131379,
Plants(1kp),CASTLES-Pro,1.14889779,
Plants(1kp),CASTLES-Pro,1.26101879,
Plants(1kp),CASTLES-Pro,1.11316379,
Plants(1kp),CASTLES-Pro,1.09399979,
Plants(1kp),CASTLES-Pro,1.11872279,
Plants(1kp),CASTLES-Pro,1.11620579,
Plants(1kp),CASTLES-Pro,1.07745479,
Plants(1kp),CASTLES-Pro,1.04428379,
Plants(1kp),CASTLES-Pro,1.08214479,
Plants(1kp),CASTLES-Pro,1.14117579,
Plants(1kp),CASTLES-Pro,1.04641379,
Plants(1kp),CASTLES-Pro,1.11640679,
Plants(1kp),CASTLES-Pro,1.14265779,
Plants(1kp),CASTLES-Pro,1.14898179,
Plants(1kp),CASTLES-Pro,1.09269079,
Plants(1kp),CASTLES-Pro,1.14119079,
Plants(1kp),CASTLES-Pro,1.08547479,
Plants(1kp),CASTLES-Pro,1.33386479,
Plants(1kp),CASTLES-Pro,1.30380279,
Plants(1kp),CASTLES-Pro,1.32622879,
Plants(1kp),CASTLES-Pro,1.32305079,
Plants(1kp),CASTLES-Pro,0.99123821,
Eudicots,Concatenation,0.214305456,
Eudicots,Concatenation,0.168240829,
Eudicots,Concatenation,0.191619591,
Eudicots,Concatenation,0.175141806,
Eudicots,Concatenation,0.269312784,
Eudicots,Concatenation,0.248840099,
Eudicots,Concatenation,0.270268192,
Eudicots,Concatenation,0.48775581,
Eudicots,Concatenation,0.488143435,
Eudicots,Concatenation,0.486434546,
Eudicots,Concatenation,0.473467896,
Eudicots,Concatenation,0.41591081,
Eudicots,Concatenation,0.437780138,
Eudicots,Concatenation,0.399112214,
Eudicots,Concatenation,0.315962205,
Eudicots,Concatenation,0.345950789,
Eudicots,Concatenation,0.34676258,
Eudicots,Concatenation,0.376404997,
Eudicots,Concatenation,0.528996075,
Eudicots,Concatenation,0.337742626,
Eudicots,Concatenation,0.230839243,
Eudicots,Concatenation,0.223313075,
Eudicots,Concatenation,0.264782155,
Eudicots,Concatenation,0.316196938,
Eudicots,Concatenation,0.198376014,
Eudicots,Concatenation,0.224873769,
Eudicots,Concatenation,0.237408129,
Eudicots,Concatenation,0.240010422,
Eudicots,Concatenation,0.242967788,
Eudicots,Concatenation,0.2150651,
Eudicots,Concatenation,0.291434495,
Eudicots,Concatenation,0.318516939,
Eudicots,Concatenation,0.309875451,
Eudicots,Concatenation,0.281205534,
Eudicots,Concatenation,0.254506937,
Eudicots,Concatenation,0.205010344,
Eudicots,Concatenation,0.182037863,
Eudicots,Concatenation,0.397003637,
Eudicots,Concatenation,0.396944764,
Eudicots,CASTLES-Pro,0.349991,
Eudicots,CASTLES-Pro,0.548799,
Eudicots,CASTLES-Pro,0.359301,
Eudicots,CASTLES-Pro,0.360012,
Eudicots,CASTLES-Pro,0.287115,
Eudicots,CASTLES-Pro,0.401626,
Eudicots,CASTLES-Pro,0.418,
Eudicots,CASTLES-Pro,0.369642,
Eudicots,CASTLES-Pro,0.450385,
Eudicots,CASTLES-Pro,0.509464,
Eudicots,CASTLES-Pro,0.532037,
Eudicots,CASTLES-Pro,0.532004,
Eudicots,CASTLES-Pro,0.248591,
Eudicots,CASTLES-Pro,0.284688,
Eudicots,CASTLES-Pro,0.242131,
Eudicots,CASTLES-Pro,0.221178,
Eudicots,CASTLES-Pro,0.163579,
Eudicots,CASTLES-Pro,0.175086,
Eudicots,CASTLES-Pro,0.233566,
Eudicots,CASTLES-Pro,0.215374,
Eudicots,CASTLES-Pro,0.142863,
Eudicots,CASTLES-Pro,0.187043,
Eudicots,CASTLES-Pro,0.192445,
Eudicots,CASTLES-Pro,0.163052,
Eudicots,CASTLES-Pro,0.163861,
Eudicots,CASTLES-Pro,0.190787,
Eudicots,CASTLES-Pro,0.189555,
Eudicots,CASTLES-Pro,0.238244,
Eudicots,CASTLES-Pro,0.239968,
Eudicots,CASTLES-Pro,0.262535,
Eudicots,CASTLES-Pro,0.16738,
Eudicots,CASTLES-Pro,0.284551,
Eudicots,CASTLES-Pro,0.246051,
Eudicots,CASTLES-Pro,0.191959,
Eudicots,CASTLES-Pro,0.123495,
Eudicots,CASTLES-Pro,0.213847,
Eudicots,CASTLES-Pro,0.183492,
Eudicots,CASTLES-Pro,0.43856,
Eudicots,CASTLES-Pro,0.450064,
core,Concatenation,1.151145,
core,Concatenation,1.116021,
core,Concatenation,1.20041,
core,Concatenation,1.364815,
core,Concatenation,1.387864,
core,Concatenation,1.479322,
core,Concatenation,1.486029,
core,Concatenation,1.398589,
core,Concatenation,1.353438,
core,Concatenation,1.385626,
core,Concatenation,1.474223,
core,Concatenation,1.405698,
core,Concatenation,1.323544,
core,Concatenation,1.285239,
core,Concatenation,1.292837,
core,Concatenation,1.441389,
core,Concatenation,1.472025,
core,Concatenation,1.398755,
core,Concatenation,1.377706,
core,Concatenation,1.383344,
core,Concatenation,1.409742,
core,Concatenation,1.450934,
core,Concatenation,1.398634,
core,Concatenation,1.408882,
core,Concatenation,1.311464,
core,Concatenation,1.331538,
core,Concatenation,1.274654,
core,Concatenation,1.215995,
core,Concatenation,1.209121,
core,Concatenation,1.340692,
core,Concatenation,1.37175,
core,Concatenation,1.40986,
core,Concatenation,1.393885,
core,Concatenation,1.350617,
core,Concatenation,1.412203,
core,Concatenation,1.191672,
core,Concatenation,1.402572,
core,Concatenation,1.463962,
core,Concatenation,1.4555,
core,Concatenation,1.273004,
core,Concatenation,1.523,
core,Concatenation,1.41632,
core,Concatenation,1.477078,
core,Concatenation,1.434876,
core,Concatenation,1.433314,
core,Concatenation,1.427963,
core,Concatenation,1.371715,
core,Concatenation,1.494485,
core,Concatenation,1.472966,
core,Concatenation,1.385382,
core,Concatenation,1.363686,
core,Concatenation,1.545199,
core,Concatenation,1.511713,
core,Concatenation,1.410338,
core,Concatenation,1.396204,
core,Concatenation,1.41938,
core,Concatenation,1.26954,
core,Concatenation,1.27581,
core,Concatenation,1.337293,
core,Concatenation,1.399048,
core,Concatenation,1.394657,
core,Concatenation,1.168043,
core,Concatenation,1.438707,
core,Concatenation,1.235403,
core,Concatenation,1.263288,
core,Concatenation,1.284037,
core,Concatenation,1.460679,
core,Concatenation,1.103202,
core,Concatenation,1.1171,
core,Concatenation,1.123341,
core,Concatenation,1.181481,
core,Concatenation,1.125449,
core,CASTLES-Pro,1.6962,
core,CASTLES-Pro,1.664302,
core,CASTLES-Pro,1.644197,
core,CASTLES-Pro,1.792018,
core,CASTLES-Pro,1.761191,
core,CASTLES-Pro,1.508492,
core,CASTLES-Pro,1.787312,
core,CASTLES-Pro,1.587738,
core,CASTLES-Pro,1.567513,
core,CASTLES-Pro,1.588405,
core,CASTLES-Pro,1.811215,
core,CASTLES-Pro,1.369109,
core,CASTLES-Pro,1.364368,
core,CASTLES-Pro,1.383183,
core,CASTLES-Pro,1.361699,
core,CASTLES-Pro,1.364402,
core,CASTLES-Pro,1.603577,
core,CASTLES-Pro,1.598691,
core,CASTLES-Pro,1.553596,
core,CASTLES-Pro,1.491167,
core,CASTLES-Pro,1.519335,
core,CASTLES-Pro,1.508661,
core,CASTLES-Pro,1.503403,
core,CASTLES-Pro,1.701975,
core,CASTLES-Pro,1.677382,
core,CASTLES-Pro,1.505841,
core,CASTLES-Pro,1.58977,
core,CASTLES-Pro,1.784836,
core,CASTLES-Pro,1.738817,
core,CASTLES-Pro,1.562311,
core,CASTLES-Pro,1.576073,
core,CASTLES-Pro,1.768172,
core,CASTLES-Pro,1.569426,
core,CASTLES-Pro,1.965017,
core,CASTLES-Pro,1.62373,
core,CASTLES-Pro,1.772891,
core,CASTLES-Pro,2.005134,
core,CASTLES-Pro,2.405447,
core,CASTLES-Pro,1.955715,
core,CASTLES-Pro,1.647049,
core,CASTLES-Pro,1.663699,
core,CASTLES-Pro,1.662693,
core,CASTLES-Pro,1.5257,
core,CASTLES-Pro,1.571101,
core,CASTLES-Pro,1.778554,
core,CASTLES-Pro,1.824547,
core,CASTLES-Pro,1.706189,
core,CASTLES-Pro,1.715976,
core,CASTLES-Pro,1.703315,
core,CASTLES-Pro,1.651961,
core,CASTLES-Pro,1.601925,
core,CASTLES-Pro,1.804149,
core,CASTLES-Pro,1.804223,
core,CASTLES-Pro,1.674401,
core,CASTLES-Pro,1.69923,
core,CASTLES-Pro,1.602576,
core,CASTLES-Pro,1.689507,
core,CASTLES-Pro,1.657822,
core,CASTLES-Pro,1.826805,
core,CASTLES-Pro,1.731517,
core,CASTLES-Pro,1.48242,
core,CASTLES-Pro,1.445699,
core,CASTLES-Pro,1.405591,
core,CASTLES-Pro,1.563384,
core,CASTLES-Pro,1.630987,
core,CASTLES-Pro,1.675251,
core,CASTLES-Pro,1.661604,
core,CASTLES-Pro,1.74203,
core,CASTLES-Pro,1.62415,
core,CASTLES-Pro,1.455597,
core,CASTLES-Pro,1.317754,
core,CASTLES-Pro,1.297583,
non-ribosomal,Concatenation,0.838896,
non-ribosomal,Concatenation,0.874435,
non-ribosomal,Concatenation,0.848409,
non-ribosomal,Concatenation,0.886672,
non-ribosomal,Concatenation,0.910391,
non-ribosomal,Concatenation,0.90566,
non-ribosomal,Concatenation,0.901965,
non-ribosomal,Concatenation,0.877907,
non-ribosomal,Concatenation,0.973491,
non-ribosomal,Concatenation,0.935737,
non-ribosomal,Concatenation,0.917219,
non-ribosomal,Concatenation,0.96545,
non-ribosomal,Concatenation,0.919262,
non-ribosomal,Concatenation,1.117556,
non-ribosomal,Concatenation,1.13864,
non-ribosomal,Concatenation,1.089607,
non-ribosomal,Concatenation,1.09105,
non-ribosomal,Concatenation,1.116087,
non-ribosomal,Concatenation,1.053052,
non-ribosomal,Concatenation,0.764257,
non-ribosomal,Concatenation,0.782591,
non-ribosomal,Concatenation,0.830583,
non-ribosomal,Concatenation,0.794631,
non-ribosomal,Concatenation,1.151632,
non-ribosomal,Concatenation,0.819152,
non-ribosomal,Concatenation,0.819157,
non-ribosomal,Concatenation,0.888394,
non-ribosomal,Concatenation,0.896403,
non-ribosomal,Concatenation,0.741079,
non-ribosomal,Concatenation,0.709065,
non-ribosomal,Concatenation,0.730378,
non-ribosomal,Concatenation,0.855133,
non-ribosomal,Concatenation,0.899946,
non-ribosomal,Concatenation,0.710298,
non-ribosomal,Concatenation,0.769671,
non-ribosomal,Concatenation,1.116531,
non-ribosomal,Concatenation,1.102782,
non-ribosomal,Concatenation,1.140793,
non-ribosomal,Concatenation,1.147345,
non-ribosomal,Concatenation,1.236707,
non-ribosomal,Concatenation,0.990317,
non-ribosomal,Concatenation,1.017289,
non-ribosomal,Concatenation,0.997387,
non-ribosomal,Concatenation,1.039421,
non-ribosomal,Concatenation,0.749963,
non-ribosomal,Concatenation,1.10865,
non-ribosomal,Concatenation,0.634569,
non-ribosomal,Concatenation,0.627023,
non-ribosomal,Concatenation,0.658714,
non-ribosomal,Concatenation,0.667471,
non-ribosomal,Concatenation,0.634539,
non-ribosomal,Concatenation,1.011357,
non-ribosomal,Concatenation,0.89845,
non-ribosomal,Concatenation,0.900995,
non-ribosomal,Concatenation,0.980894,
non-ribosomal,Concatenation,1.004551,
non-ribosomal,Concatenation,0.908166,
non-ribosomal,Concatenation,0.914118,
non-ribosomal,Concatenation,0.992438,
non-ribosomal,Concatenation,0.972103,
non-ribosomal,Concatenation,0.89348,
non-ribosomal,Concatenation,1.023915,
non-ribosomal,Concatenation,1.03236,
non-ribosomal,Concatenation,0.945325,
non-ribosomal,Concatenation,0.980001,
non-ribosomal,Concatenation,1.023894,
non-ribosomal,Concatenation,0.970551,
non-ribosomal,Concatenation,1.009616,
non-ribosomal,Concatenation,1.030066,
non-ribosomal,Concatenation,0.999535,
non-ribosomal,Concatenation,0.947209,
non-ribosomal,Concatenation,0.917494,
non-ribosomal,Concatenation,0.990366,
non-ribosomal,Concatenation,0.871912,
non-ribosomal,Concatenation,0.879844,
non-ribosomal,Concatenation,0.816524,
non-ribosomal,Concatenation,0.917424,
non-ribosomal,Concatenation,0.892956,
non-ribosomal,Concatenation,0.897237,
non-ribosomal,Concatenation,0.896671,
non-ribosomal,Concatenation,0.898639,
non-ribosomal,Concatenation,0.610845,
non-ribosomal,Concatenation,0.6845,
non-ribosomal,Concatenation,0.678296,
non-ribosomal,Concatenation,0.907117,
non-ribosomal,Concatenation,0.95694,
non-ribosomal,Concatenation,0.800147,
non-ribosomal,Concatenation,0.96068,
non-ribosomal,Concatenation,0.939109,
non-ribosomal,Concatenation,0.988049,
non-ribosomal,Concatenation,0.979434,
non-ribosomal,Concatenation,0.835863,
non-ribosomal,Concatenation,0.882146,
non-ribosomal,Concatenation,0.887403,
non-ribosomal,Concatenation,0.87878,
non-ribosomal,Concatenation,0.789136,
non-ribosomal,Concatenation,0.838126,
non-ribosomal,Concatenation,0.910607,
non-ribosomal,Concatenation,0.924715,
non-ribosomal,Concatenation,0.961506,
non-ribosomal,Concatenation,0.780046,
non-ribosomal,Concatenation,0.806295,
non-ribosomal,Concatenation,0.79504,
non-ribosomal,Concatenation,0.907413,
non-ribosomal,Concatenation,0.769323,
non-ribosomal,Concatenation,0.81836,
non-ribosomal,Concatenation,0.861913,
non-ribosomal,Concatenation,0.763126,
non-ribosomal,CASTLES-Pro,1.001366,
non-ribosomal,CASTLES-Pro,1.019943,
non-ribosomal,CASTLES-Pro,1.393379,
non-ribosomal,CASTLES-Pro,1.458966,
non-ribosomal,CASTLES-Pro,1.647589,
non-ribosomal,CASTLES-Pro,1.428928,
non-ribosomal,CASTLES-Pro,1.58825,
non-ribosomal,CASTLES-Pro,1.651094,
non-ribosomal,CASTLES-Pro,1.690906,
non-ribosomal,CASTLES-Pro,1.486718,
non-ribosomal,CASTLES-Pro,2.067149,
non-ribosomal,CASTLES-Pro,2.268445,
non-ribosomal,CASTLES-Pro,2.306673,
non-ribosomal,CASTLES-Pro,2.37662,
non-ribosomal,CASTLES-Pro,2.231304,
non-ribosomal,CASTLES-Pro,2.232322,
non-ribosomal,CASTLES-Pro,2.037955,
non-ribosomal,CASTLES-Pro,1.959761,
non-ribosomal,CASTLES-Pro,2.239462,
non-ribosomal,CASTLES-Pro,2.03002,
non-ribosomal,CASTLES-Pro,2.132982,
non-ribosomal,CASTLES-Pro,2.186696,
non-ribosomal,CASTLES-Pro,2.218656,
non-ribosomal,CASTLES-Pro,2.33123,
non-ribosomal,CASTLES-Pro,2.008252,
non-ribosomal,CASTLES-Pro,1.942195,
non-ribosomal,CASTLES-Pro,1.718413,
