Dataset,Method,RTT,
wol,CASTLES-Pro,5.525453,
wol,CASTLES-Pro,5.585266,
wol,CASTLES-Pro,5.638024,
wol,CASTLES-Pro,5.047704,
wol,CASTLES-Pro,5.432737,
wol,CASTLES-Pro,5.348359,
wol,CASTLES-Pro,4.956827,
wol,CASTLES-Pro,4.870353,
wol,CASTLES-Pro,4.610359,
wol,CASTLES-Pro,4.334306,
wol,CASTLES-Pro,4.406298,
wol,CASTLES-Pro,4.396049,
wol,CASTLES-Pro,4.801335,
wol,CASTLES-Pro,4.7501,
wol,CASTLES-Pro,4.800274,
wol,CASTLES-Pro,4.804394,
wol,CASTLES-Pro,4.63701,
wol,CASTLES-Pro,5.343957,
wol,CASTLES-Pro,5.316148,
wol,CASTLES-Pro,4.172411,
wol,CASTLES-Pro,4.155453,
wol,CASTLES-Pro,4.985034,
wol,CASTLES-Pro,4.985034,
wol,CASTLES-Pro,4.635385,
wol,CASTLES-Pro,6.026821,
wol,CASTLES-Pro,6.031235,
wol,CASTLES-Pro,6.020271,
wol,CASTLES-Pro,5.961303,
wol,CASTLES-Pro,5.876436,
wol,CASTLES-Pro,5.589884,
wol,CASTLES-Pro,5.829779,
wol,CASTLES-Pro,5.834299,
wol,CASTLES-Pro,5.597574,
wol,CASTLES-Pro,5.638257,
wol,CASTLES-Pro,5.650184,
wol,CASTLES-Pro,5.534819,
wol,CASTLES-Pro,6.072503,
wol,CASTLES-Pro,6.079156,
wol,CASTLES-Pro,6.035891,
wol,CASTLES-Pro,6.023256,
wol,CASTLES-Pro,5.464273,
wol,CASTLES-Pro,5.386857,
wol,CASTLES-Pro,5.335737,
wol,CASTLES-Pro,5.621109,
wol,CASTLES-Pro,5.62101,
wol,CASTLES-Pro,5.565599,
wol,CASTLES-Pro,5.486895,
wol,CASTLES-Pro,5.704273,
wol,CASTLES-Pro,5.704535,
wol,CASTLES-Pro,5.57402,
wol,CASTLES-Pro,5.572066,
wol,CASTLES-Pro,5.476707,
wol,CASTLES-Pro,5.469221,
wol,CASTLES-Pro,5.3817,
wol,CASTLES-Pro,5.297812,
wol,CASTLES-Pro,5.392051,
wol,CASTLES-Pro,5.388825,
wol,CASTLES-Pro,5.470139,
wol,CASTLES-Pro,5.477279,
wol,CASTLES-Pro,5.349856,
wol,CASTLES-Pro,5.628844,
wol,CASTLES-Pro,5.590238,
wol,CASTLES-Pro,5.592793,
wol,CASTLES-Pro,5.476558,
wol,CASTLES-Pro,5.531091,
wol,CASTLES-Pro,5.521572,
wol,CASTLES-Pro,5.353192,
wol,CASTLES-Pro,5.76156,
wol,CASTLES-Pro,5.803979,
wol,CASTLES-Pro,5.413644,
wol,CASTLES-Pro,5.490289,
wol,CASTLES-Pro,5.497398,
wol,CASTLES-Pro,5.445786,
wol,CASTLES-Pro,5.603614,
wol,CASTLES-Pro,5.59206,
wol,CASTLES-Pro,5.460455,
wol,CASTLES-Pro,5.398931,
wol,CASTLES-Pro,5.482321,
wol,CASTLES-Pro,5.478494,
wol,CASTLES-Pro,5.707833,
wol,CASTLES-Pro,5.685936,
wol,CASTLES-Pro,5.59324,
wol,CASTLES-Pro,5.550577,
wol,CASTLES-Pro,5.53554,
wol,CASTLES-Pro,5.537059,
wol,CASTLES-Pro,5.329594,
wol,CASTLES-Pro,5.322459,
wol,CASTLES-Pro,5.308408,
wol,CASTLES-Pro,5.68357,
wol,CASTLES-Pro,5.695757,
wol,CASTLES-Pro,5.625364,
wol,CASTLES-Pro,5.622348,
wol,CASTLES-Pro,5.620553,
wol,CASTLES-Pro,5.499743,
wol,CASTLES-Pro,5.404147,
wol,CASTLES-Pro,5.618151,
wol,CASTLES-Pro,5.603412,
wol,CASTLES-Pro,5.435619,
wol,CASTLES-Pro,5.493485,
wol,CASTLES-Pro,5.489631,
wol,CASTLES-Pro,5.291669,
wol,CASTLES-Pro,5.296819,
wol,CASTLES-Pro,5.277815,
wol,CASTLES-Pro,5.288223,
wol,CASTLES-Pro,5.199644,
wol,CASTLES-Pro,5.984058,
wol,CASTLES-Pro,5.986058,
wol,CASTLES-Pro,5.911828,
wol,CASTLES-Pro,5.927675,
wol,CASTLES-Pro,5.900042,
wol,CASTLES-Pro,5.889982,
wol,CASTLES-Pro,5.641604,
wol,CASTLES-Pro,5.624631,
wol,CASTLES-Pro,5.82138,
wol,CASTLES-Pro,5.821458,
wol,CASTLES-Pro,5.733214,
wol,CASTLES-Pro,5.687074,
wol,CASTLES-Pro,5.611133,
wol,CASTLES-Pro,5.60111,
wol,CASTLES-Pro,5.843086,
wol,CASTLES-Pro,5.843125,
wol,CASTLES-Pro,5.761263,
wol,CASTLES-Pro,5.838168,
wol,CASTLES-Pro,5.841025,
wol,CASTLES-Pro,5.576628,
wol,CASTLES-Pro,5.572797,
wol,CASTLES-Pro,5.73772,
wol,CASTLES-Pro,5.731056,
wol,CASTLES-Pro,5.608075,
wol,CASTLES-Pro,5.445302,
wol,CASTLES-Pro,5.473703,
wol,CASTLES-Pro,5.871761,
wol,CASTLES-Pro,5.871756,
wol,CASTLES-Pro,5.71526,
wol,CASTLES-Pro,5.785559,
wol,CASTLES-Pro,5.78676,
wol,CASTLES-Pro,5.678053,
wol,CASTLES-Pro,5.682577,
wol,CASTLES-Pro,5.554675,
wol,CASTLES-Pro,5.584781,
wol,CASTLES-Pro,5.58743,
wol,CASTLES-Pro,5.610858,
wol,CASTLES-Pro,5.628797,
wol,CASTLES-Pro,5.831685,
wol,CASTLES-Pro,5.802969,
wol,CASTLES-Pro,5.769134,
wol,CASTLES-Pro,5.808899,
wol,CASTLES-Pro,5.295387,
wol,CASTLES-Pro,5.346708,
wol,CASTLES-Pro,5.469296,
wol,CASTLES-Pro,5.469084,
wol,CASTLES-Pro,5.18007,
wol,CASTLES-Pro,5.169229,
wol,CASTLES-Pro,5.19525,
wol,CASTLES-Pro,5.991692,
wol,CASTLES-Pro,5.963798,
wol,CASTLES-Pro,5.845594,
wol,CASTLES-Pro,5.79716,
wol,CASTLES-Pro,5.867615,
wol,CASTLES-Pro,5.865295,
wol,CASTLES-Pro,5.810072,
wol,CASTLES-Pro,5.79726,
wol,CASTLES-Pro,5.992973,
wol,CASTLES-Pro,5.999973,
wol,CASTLES-Pro,5.799701,
wol,CASTLES-Pro,5.573919,
wol,CASTLES-Pro,5.76486,
wol,CASTLES-Pro,5.710548,
wol,CASTLES-Pro,5.666765,
wol,CASTLES-Pro,5.80981,
wol,CASTLES-Pro,5.808755,
wol,CASTLES-Pro,5.701676,
wol,CASTLES-Pro,5.700319,
wol,CASTLES-Pro,5.316499,
wol,CASTLES-Pro,5.531028,
wol,CASTLES-Pro,5.529996,
wol,CASTLES-Pro,5.477826,
wol,CASTLES-Pro,5.42385,
wol,CASTLES-Pro,5.576882,
wol,CASTLES-Pro,5.595469,
wol,CASTLES-Pro,5.41546,
wol,CASTLES-Pro,5.411602,
wol,CASTLES-Pro,5.791336,
wol,CASTLES-Pro,5.791336,
wol,CASTLES-Pro,5.793584,
wol,CASTLES-Pro,5.793584,
wol,CASTLES-Pro,5.787953,
wol,CASTLES-Pro,5.788982,
wol,CASTLES-Pro,5.436162,
wol,CASTLES-Pro,5.310417,
wol,CASTLES-Pro,5.806598,
wol,CASTLES-Pro,5.807117,
wol,CASTLES-Pro,5.891671,
wol,CASTLES-Pro,5.701786,
wol,CASTLES-Pro,5.658831,
wol,CASTLES-Pro,5.647684,
wol,CASTLES-Pro,5.664849,
wol,CASTLES-Pro,5.633533,
wol,CASTLES-Pro,5.628205,
wol,CASTLES-Pro,5.581693,
wol,CASTLES-Pro,5.56917,
wol,CASTLES-Pro,5.593268,
wol,CASTLES-Pro,5.593268,
wol,CASTLES-Pro,5.45075,
wol,CASTLES-Pro,5.579424,
wol,CASTLES-Pro,5.579513,
wol,CASTLES-Pro,5.578209,
wol,CASTLES-Pro,5.284079,
wol,CASTLES-Pro,5.461273,
wol,CASTLES-Pro,5.456293,
wol,CASTLES-Pro,5.465175,
wol,CASTLES-Pro,5.469504,
wol,CASTLES-Pro,5.467382,
wol,CASTLES-Pro,5.377603,
wol,CASTLES-Pro,5.492529,
wol,CASTLES-Pro,5.492529,
wol,CASTLES-Pro,5.370619,
wol,CASTLES-Pro,5.387049,
wol,CASTLES-Pro,5.348566,
wol,CASTLES-Pro,5.373018,
wol,CASTLES-Pro,5.376709,
wol,CASTLES-Pro,5.36708,
wol,CASTLES-Pro,5.3057,
wol,CASTLES-Pro,5.25301,
wol,CASTLES-Pro,5.189552,
wol,CASTLES-Pro,4.894657,
wol,CASTLES-Pro,4.784393,
wol,CASTLES-Pro,5.215519,
wol,CASTLES-Pro,5.194703,
wol,CASTLES-Pro,5.232553,
wol,CASTLES-Pro,5.229329,
wol,CASTLES-Pro,5.173093,
wol,CASTLES-Pro,5.241557,
wol,CASTLES-Pro,5.206829,
wol,CASTLES-Pro,5.124395,
wol,CASTLES-Pro,5.090303,
wol,CASTLES-Pro,5.026866,
wol,CASTLES-Pro,5.025171,
wol,CASTLES-Pro,4.72662,
wol,CASTLES-Pro,5.734802,
wol,CASTLES-Pro,5.74377,
wol,CASTLES-Pro,5.719436,
wol,CASTLES-Pro,5.642402,
wol,CASTLES-Pro,5.747137,
wol,CASTLES-Pro,5.749363,
wol,CASTLES-Pro,5.711984,
wol,CASTLES-Pro,5.676966,
wol,CASTLES-Pro,5.689106,
wol,CASTLES-Pro,5.626011,
wol,CASTLES-Pro,5.805972,
wol,CASTLES-Pro,5.81209,
wol,CASTLES-Pro,5.688204,
wol,CASTLES-Pro,5.644933,
wol,CASTLES-Pro,5.65036,
wol,CASTLES-Pro,5.643823,
wol,CASTLES-Pro,5.832463,
wol,CASTLES-Pro,5.830344,
wol,CASTLES-Pro,5.679737,
wol,CASTLES-Pro,5.725888,
wol,CASTLES-Pro,5.728641,
wol,CASTLES-Pro,5.641783,
wol,CASTLES-Pro,5.787114,
wol,CASTLES-Pro,5.793439,
wol,CASTLES-Pro,5.70782,
wol,CASTLES-Pro,5.61846,
wol,CASTLES-Pro,5.616299,
wol,CASTLES-Pro,5.555411,
wol,CASTLES-Pro,5.626344,
wol,CASTLES-Pro,5.64812,
wol,CASTLES-Pro,5.633697,
wol,CASTLES-Pro,5.622074,
wol,CASTLES-Pro,5.558063,
wol,CASTLES-Pro,5.515902,
wol,CASTLES-Pro,5.438667,
wol,CASTLES-Pro,5.265005,
wol,CASTLES-Pro,5.294768,
wol,CASTLES-Pro,5.298305,
wol,CASTLES-Pro,5.152097,
wol,CASTLES-Pro,5.24559,
wol,CASTLES-Pro,5.230428,
wol,CASTLES-Pro,4.819225,
wol,CASTLES-Pro,5.15579,
wol,CASTLES-Pro,5.160995,
wol,CASTLES-Pro,5.139573,
wol,CASTLES-Pro,5.062526,
wol,CASTLES-Pro,5.065294,
wol,CASTLES-Pro,4.755226,
wol,CASTLES-Pro,4.999381,
wol,CASTLES-Pro,5.005519,
wol,CASTLES-Pro,4.976858,
wol,CASTLES-Pro,4.915894,
wol,CASTLES-Pro,4.957649,
wol,CASTLES-Pro,4.97183,
wol,CASTLES-Pro,5.005105,
wol,CASTLES-Pro,4.998685,
wol,CASTLES-Pro,4.776437,
wol,CASTLES-Pro,4.919884,
wol,CASTLES-Pro,4.922927,
wol,CASTLES-Pro,4.706414,
wol,CASTLES-Pro,4.523222,
wol,CASTLES-Pro,4.225598,
wol,CASTLES-Pro,4.737267,
wol,CASTLES-Pro,4.738364,
wol,CASTLES-Pro,4.691619,
wol,CASTLES-Pro,4.92098,
wol,CASTLES-Pro,4.92098,
wol,CASTLES-Pro,4.937472,
wol,CASTLES-Pro,4.743823,
wol,CASTLES-Pro,4.61619,
wol,CASTLES-Pro,4.44028,
wol,CASTLES-Pro,4.691484,
wol,CASTLES-Pro,4.690301,
wol,CASTLES-Pro,4.40651,
wol,CASTLES-Pro,4.25119,
wol,CASTLES-Pro,3.91459,
wol,CASTLES-Pro,5.696749,
wol,CASTLES-Pro,5.696962,
wol,CASTLES-Pro,5.621996,
wol,CASTLES-Pro,5.618711,
wol,CASTLES-Pro,5.617805,
wol,CASTLES-Pro,5.590862,
wol,CASTLES-Pro,5.589245,
wol,CASTLES-Pro,5.324419,
wol,CASTLES-Pro,5.289842,
wol,CASTLES-Pro,5.344564,
wol,CASTLES-Pro,5.217482,
wol,CASTLES-Pro,5.579188,
wol,CASTLES-Pro,5.575693,
wol,CASTLES-Pro,5.539167,
wol,CASTLES-Pro,5.457564,
wol,CASTLES-Pro,5.286845,
wol,CASTLES-Pro,5.372014,
wol,CASTLES-Pro,5.358607,
wol,CASTLES-Pro,5.298878,
wol,CASTLES-Pro,5.20424,
wol,CASTLES-Pro,5.209566,
wol,CASTLES-Pro,5.123478,
wol,CASTLES-Pro,5.145712,
wol,CASTLES-Pro,5.163563,
wol,CASTLES-Pro,4.949145,
wol,CASTLES-Pro,4.962523,
wol,CASTLES-Pro,4.956642,
wol,CASTLES-Pro,4.848812,
wol,CASTLES-Pro,4.779274,
wol,CASTLES-Pro,5.175933,
wol,CASTLES-Pro,5.177853,
wol,CASTLES-Pro,5.438145,
wol,CASTLES-Pro,5.438036,
wol,CASTLES-Pro,5.29153,
wol,CASTLES-Pro,5.295789,
wol,CASTLES-Pro,5.143966,
wol,CASTLES-Pro,5.139466,
wol,CASTLES-Pro,5.121878,
wol,CASTLES-Pro,5.1,
wol,CASTLES-Pro,4.934715,
wol,CASTLES-Pro,5.450016,
wol,CASTLES-Pro,5.473508,
wol,CASTLES-Pro,5.329029,
wol,CASTLES-Pro,5.379674,
wol,CASTLES-Pro,5.386881,
wol,CASTLES-Pro,5.221202,
wol,CASTLES-Pro,5.32492,
wol,CASTLES-Pro,5.316711,
wol,CASTLES-Pro,5.024302,
wol,CASTLES-Pro,5.109171,
wol,CASTLES-Pro,5.110384,
wol,CASTLES-Pro,4.791994,
wol,CASTLES-Pro,4.800289,
wol,CASTLES-Pro,4.761422,
wol,CASTLES-Pro,5.483622,
wol,CASTLES-Pro,5.517134,
wol,CASTLES-Pro,5.321292,
wol,CASTLES-Pro,5.347805,
wol,CASTLES-Pro,5.338781,
wol,CASTLES-Pro,5.468717,
wol,CASTLES-Pro,5.458777,
wol,CASTLES-Pro,5.290895,
wol,CASTLES-Pro,5.292538,
wol,CASTLES-Pro,5.303546,
wol,CASTLES-Pro,6.170453,
wol,CASTLES-Pro,6.021664,
wol,CASTLES-Pro,5.36951,
wol,CASTLES-Pro,5.135144,
wol,CASTLES-Pro,5.212122,
wol,CASTLES-Pro,5.228004,
wol,CASTLES-Pro,5.155566,
wol,CASTLES-Pro,5.023282,
wol,CASTLES-Pro,5.246224,
wol,CASTLES-Pro,5.245043,
wol,CASTLES-Pro,5.180288,
wol,CASTLES-Pro,5.025697,
wol,CASTLES-Pro,5.073229,
wol,CASTLES-Pro,5.08697,
wol,CASTLES-Pro,4.961969,
wol,CASTLES-Pro,5.15979,
wol,CASTLES-Pro,5.168313,
wol,CASTLES-Pro,5.083844,
wol,CASTLES-Pro,5.062379,
wol,CASTLES-Pro,5.07284,
wol,CASTLES-Pro,5.052404,
wol,CASTLES-Pro,5.005214,
wol,CASTLES-Pro,5.007635,
wol,CASTLES-Pro,4.782566,
wol,CASTLES-Pro,4.716396,
wol,CASTLES-Pro,4.830228,
wol,CASTLES-Pro,4.862789,
wol,CASTLES-Pro,4.899669,
wol,CASTLES-Pro,4.905927,
wol,CASTLES-Pro,4.727324,
wol,CASTLES-Pro,4.765468,
wol,CASTLES-Pro,4.609124,
wol,CASTLES-Pro,4.714019,
wol,CASTLES-Pro,4.846788,
wol,CASTLES-Pro,4.828692,
wol,CASTLES-Pro,4.577828,
wol,CASTLES-Pro,4.803438,
wol,CASTLES-Pro,4.828373,
wol,CASTLES-Pro,4.585388,
wol,CASTLES-Pro,4.397032,
wol,CASTLES-Pro,5.191518,
wol,CASTLES-Pro,5.185195,
wol,CASTLES-Pro,4.455695,
wol,CASTLES-Pro,5.078677,
wol,CASTLES-Pro,5.083095,
wol,CASTLES-Pro,5.053321,
wol,CASTLES-Pro,4.996204,
wol,CASTLES-Pro,4.902237,
wol,CASTLES-Pro,5.067011,
wol,CASTLES-Pro,5.068665,
wol,CASTLES-Pro,4.89266,
wol,CASTLES-Pro,5.174134,
wol,CASTLES-Pro,5.166842,
wol,CASTLES-Pro,5.051722,
wol,CASTLES-Pro,4.883997,
wol,CASTLES-Pro,4.888432,
wol,CASTLES-Pro,4.602175,
wol,CASTLES-Pro,4.878224,
wol,CASTLES-Pro,4.871634,
wol,CASTLES-Pro,4.880692,
wol,CASTLES-Pro,4.961839,
wol,CASTLES-Pro,4.965675,
wol,CASTLES-Pro,4.811988,
wol,CASTLES-Pro,4.783368,
wol,CASTLES-Pro,4.786467,
wol,CASTLES-Pro,4.785728,
wol,CASTLES-Pro,4.813217,
wol,CASTLES-Pro,4.821656,
wol,CASTLES-Pro,5.144771,
wol,CASTLES-Pro,5.143521,
wol,CASTLES-Pro,5.021683,
wol,CASTLES-Pro,5.005746,
wol,CASTLES-Pro,4.945774,
wol,CASTLES-Pro,4.936819,
wol,CASTLES-Pro,4.738669,
wol,CASTLES-Pro,4.895985,
wol,CASTLES-Pro,4.884063,
wol,CASTLES-Pro,4.91757,
wol,CASTLES-Pro,4.928708,
wol,CASTLES-Pro,4.651247,
wol,CASTLES-Pro,4.653971,
wol,CASTLES-Pro,4.574728,
wol,CASTLES-Pro,4.569232,
wol,CASTLES-Pro,4.774463,
wol,CASTLES-Pro,4.769711,
wol,CASTLES-Pro,4.712966,
wol,CASTLES-Pro,4.713988,
wol,CASTLES-Pro,4.581879,
wol,CASTLES-Pro,4.62985,
wol,CASTLES-Pro,4.628638,
wol,CASTLES-Pro,5.253142,
wol,CASTLES-Pro,5.260088,
wol,CASTLES-Pro,5.230195,
wol,CASTLES-Pro,5.218084,
wol,CASTLES-Pro,5.147482,
wol,CASTLES-Pro,5.118208,
wol,CASTLES-Pro,5.098406,
wol,CASTLES-Pro,5.09703,
wol,CASTLES-Pro,4.97281,
wol,CASTLES-Pro,4.952069,
wol,CASTLES-Pro,4.993202,
wol,CASTLES-Pro,4.992674,
wol,CASTLES-Pro,4.94357,
wol,CASTLES-Pro,4.963468,
wol,CASTLES-Pro,4.986234,
wol,CASTLES-Pro,4.604851,
wol,CASTLES-Pro,4.825799,
wol,CASTLES-Pro,4.811066,
wol,CASTLES-Pro,4.686146,
wol,CASTLES-Pro,4.596579,
wol,CASTLES-Pro,4.122182,
wol,CASTLES-Pro,4.029172,
wol,CASTLES-Pro,5.381521,
wol,CASTLES-Pro,5.397793,
wol,CASTLES-Pro,5.405909,
wol,CASTLES-Pro,5.1998,
wol,CASTLES-Pro,5.203307,
wol,CASTLES-Pro,5.031518,
wol,CASTLES-Pro,5.629894,
wol,CASTLES-Pro,5.635659,
wol,CASTLES-Pro,5.581092,
wol,CASTLES-Pro,5.568988,
wol,CASTLES-Pro,5.652061,
wol,CASTLES-Pro,5.788632,
wol,CASTLES-Pro,5.100522,
wol,CASTLES-Pro,5.066744,
wol,CASTLES-Pro,4.973887,
wol,CASTLES-Pro,5.199617,
wol,CASTLES-Pro,5.195255,
wol,CASTLES-Pro,4.930015,
wol,CASTLES-Pro,4.875627,
wol,CASTLES-Pro,5.005848,
wol,CASTLES-Pro,5.031531,
wol,CASTLES-Pro,4.991863,
wol,CASTLES-Pro,4.964448,
wol,CASTLES-Pro,4.745043,
wol,CASTLES-Pro,5.515947,
wol,CASTLES-Pro,5.518088,
wol,CASTLES-Pro,5.511064,
wol,CASTLES-Pro,5.50077,
wol,CASTLES-Pro,5.455336,
wol,CASTLES-Pro,5.455706,
wol,CASTLES-Pro,6.818339,
wol,CASTLES-Pro,6.555554,
wol,CASTLES-Pro,6.350789,
wol,CASTLES-Pro,6.358061,
wol,CASTLES-Pro,6.424638,
wol,CASTLES-Pro,5.38087,
wol,CASTLES-Pro,5.107467,
wol,CASTLES-Pro,5.258906,
wol,CASTLES-Pro,5.105857,
wol,CASTLES-Pro,4.772353,
wol,CASTLES-Pro,5.238177,
wol,CASTLES-Pro,5.230212,
wol,CASTLES-Pro,5.070737,
wol,CASTLES-Pro,5.099453,
wol,CASTLES-Pro,5.101446,
wol,CASTLES-Pro,5.132519,
wol,CASTLES-Pro,5.136484,
wol,CASTLES-Pro,4.800336,
wol,CASTLES-Pro,4.846351,
wol,CASTLES-Pro,4.840201,
wol,CASTLES-Pro,4.803892,
wol,CASTLES-Pro,4.572493,
wol,CASTLES-Pro,4.558918,
wol,CASTLES-Pro,4.510129,
wol,CASTLES-Pro,4.572623,
wol,CASTLES-Pro,4.797792,
wol,CASTLES-Pro,4.783712,
wol,CASTLES-Pro,4.252209,
wol,CASTLES-Pro,5.221089,
wol,CASTLES-Pro,5.236137,
wol,CASTLES-Pro,5.089032,
wol,CASTLES-Pro,4.805293,
wol,CASTLES-Pro,4.778774,
wol,CASTLES-Pro,4.771748,
wol,CASTLES-Pro,4.536898,
wol,CASTLES-Pro,5.004058,
wol,CASTLES-Pro,4.996524,
wol,CASTLES-Pro,4.546821,
wol,CASTLES-Pro,4.2698,
wol,CASTLES-Pro,4.267703,
wol,CASTLES-Pro,4.087437,
wol,CASTLES-Pro,4.253449,
wol,CASTLES-Pro,4.259376,
wol,CASTLES-Pro,4.113846,
wol,CASTLES-Pro,3.794428,
wol,CASTLES-Pro,3.984759,
wol,CASTLES-Pro,4.024999,
wol,CASTLES-Pro,3.665681,
wol,CASTLES-Pro,4.296575,
wol,CASTLES-Pro,4.298959,
wol,CASTLES-Pro,4.20337,
wol,CASTLES-Pro,4.20069,
wol,CASTLES-Pro,4.192617,
wol,CASTLES-Pro,4.200759,
wol,CASTLES-Pro,4.09891,
wol,CASTLES-Pro,4.102843,
wol,CASTLES-Pro,4.010842,
wol,CASTLES-Pro,4.020823,
wol,CASTLES-Pro,3.935776,
wol,CASTLES-Pro,3.945329,
wol,CASTLES-Pro,3.326122,
wol,CASTLES-Pro,7.066298,
wol,CASTLES-Pro,7.066298,
wol,CASTLES-Pro,6.929166,
wol,CASTLES-Pro,6.839868,
wol,CASTLES-Pro,7.385921,
wol,CASTLES-Pro,5.880048,
wol,CASTLES-Pro,5.799567,
wol,CASTLES-Pro,5.78093,
wol,CASTLES-Pro,5.812054,
wol,CASTLES-Pro,5.621684,
wol,CASTLES-Pro,6.174475,
wol,CASTLES-Pro,6.174475,
wol,CASTLES-Pro,5.121598,
wol,CASTLES-Pro,5.25311,
wol,CASTLES-Pro,4.45078,
wol,CASTLES-Pro,4.346045,
wol,CASTLES-Pro,4.324177,
wol,CASTLES-Pro,4.324177,
wol,CASTLES-Pro,3.98712,
wol,CASTLES-Pro,3.590814,
wol,CASTLES-Pro,3.645507,
wol,CASTLES-Pro,4.360382,
wol,CASTLES-Pro,4.344622,
wol,CASTLES-Pro,3.528242,
wol,CASTLES-Pro,3.292961,
wol,CASTLES-Pro,4.842224,
wol,CASTLES-Pro,4.8284,
wol,CASTLES-Pro,4.784513,
wol,CASTLES-Pro,4.697977,
wol,CASTLES-Pro,4.609469,
wol,CASTLES-Pro,4.147647,
wol,CASTLES-Pro,3.942506,
wol,CASTLES-Pro,3.937991,
wol,CASTLES-Pro,3.920596,
wol,CASTLES-Pro,3.851802,
wol,CASTLES-Pro,3.779726,
wol,CASTLES-Pro,5.774958,
wol,CASTLES-Pro,5.85816,
wol,CASTLES-Pro,5.644004,
wol,CASTLES-Pro,5.436859,
wol,CASTLES-Pro,5.334121,
wol,CASTLES-Pro,5.013305,
wol,CASTLES-Pro,4.981162,
wol,CASTLES-Pro,4.436066,
wol,CASTLES-Pro,4.055782,
wol,CASTLES-Pro,3.939221,
wol,CASTLES-Pro,3.682116,
wol,CASTLES-Pro,3.378737,
wol,CASTLES-Pro,3.796083,
wol,CASTLES-Pro,3.666139,
wol,CASTLES-Pro,3.615162,
wol,CASTLES-Pro,3.48608,
wol,CASTLES-Pro,4.845798,
wol,CASTLES-Pro,4.987384,
wol,CASTLES-Pro,4.634961,
wol,CASTLES-Pro,4.95283,
wol,CASTLES-Pro,4.080051,
wol,CASTLES-Pro,4.776883,
wol,CASTLES-Pro,4.769784,
wol,CASTLES-Pro,4.630156,
wol,CASTLES-Pro,4.714191,
wol,CASTLES-Pro,4.241307,
wol,CASTLES-Pro,4.500094,
wol,CASTLES-Pro,3.841277,
wol,CASTLES-Pro,3.44796,
wol,CASTLES-Pro,4.257993,
wol,CASTLES-Pro,4.223409,
wol,CASTLES-Pro,3.480367,
wol,CASTLES-Pro,3.37015,
wol,CASTLES-Pro,3.571135,
wol,CASTLES-Pro,3.533739,
wol,CASTLES-Pro,3.443262,
wol,CASTLES-Pro,3.517411,
wol,CASTLES-Pro,3.568346,
wol,CASTLES-Pro,3.246252,
wol,CASTLES-Pro,3.340694,
wol,CASTLES-Pro,3.87272,
wol,CASTLES-Pro,3.86219,
wol,CASTLES-Pro,3.698513,
wol,CASTLES-Pro,3.858962,
wol,CASTLES-Pro,3.628647,
wol,CASTLES-Pro,3.629554,
wol,CASTLES-Pro,3.231519,
wol,CASTLES-Pro,3.075554,
wol,CASTLES-Pro,3.473881,
wol,CASTLES-Pro,3.598655,
wol,CASTLES-Pro,4.825708,
wol,CASTLES-Pro,4.825708,
wol,CASTLES-Pro,4.699725,
wol,CASTLES-Pro,4.727251,
wol,CASTLES-Pro,4.723434,
wol,CASTLES-Pro,4.726124,
wol,CASTLES-Pro,4.597891,
wol,CASTLES-Pro,4.315345,
wol,CASTLES-Pro,4.519595,
wol,CASTLES-Pro,4.514198,
wol,CASTLES-Pro,4.462541,
wol,CASTLES-Pro,4.462523,
wol,CASTLES-Pro,4.646619,
wol,CASTLES-Pro,4.668213,
wol,CASTLES-Pro,4.532523,
wol,CASTLES-Pro,3.862042,
wol,CASTLES-Pro,4.415113,
wol,CASTLES-Pro,4.415113,
wol,CASTLES-Pro,3.834758,
wol,CASTLES-Pro,4.014533,
wol,CASTLES-Pro,4.080611,
wol,CASTLES-Pro,4.04598,
wol,CASTLES-Pro,3.733595,
wol,CASTLES-Pro,3.649318,
wol,CASTLES-Pro,3.65242,
wol,CASTLES-Pro,3.260353,
wol,CASTLES-Pro,4.173079,
wol,CASTLES-Pro,4.187168,
wol,CASTLES-Pro,3.813367,
wol,CASTLES-Pro,4.158142,
wol,CASTLES-Pro,4.195268,
wol,CASTLES-Pro,3.606282,
wol,CASTLES-Pro,3.768758,
wol,CASTLES-Pro,3.511625,
wol,CASTLES-Pro,3.655799,
wol,CASTLES-Pro,3.69103,
wol,CASTLES-Pro,3.102748,
wol,CASTLES-Pro,3.027945,
wol,CASTLES-Pro,4.040195,
wol,CASTLES-Pro,4.040195,
wol,CASTLES-Pro,4.289466,
wol,CASTLES-Pro,4.24955,
wol,CASTLES-Pro,3.232572,
wol,CASTLES-Pro,3.515251,
wol,CASTLES-Pro,3.573903,
wol,CASTLES-Pro,3.171178,
wol,CASTLES-Pro,3.156773,
wol,CASTLES-Pro,2.684444,
wol,CASTLES-Pro,4.6996,
wol,CASTLES-Pro,4.520973,
wol,CASTLES-Pro,3.768923,
wol,CASTLES-Pro,4.413332,
wol,CASTLES-Pro,4.404071,
wol,CASTLES-Pro,3.476366,
wol,CASTLES-Pro,3.492667,
wol,CASTLES-Pro,3.771834,
wol,CASTLES-Pro,3.365692,
wol,CASTLES-Pro,3.509828,
wol,CASTLES-Pro,3.106187,
wol,CASTLES-Pro,3.321124,
wol,CASTLES-Pro,4.533974,
wol,CASTLES-Pro,4.537295,
wol,CASTLES-Pro,3.451916,
wol,CASTLES-Pro,3.95021,
wol,CASTLES-Pro,4.415614,
wol,CASTLES-Pro,4.072643,
wol,CASTLES-Pro,3.208322,
wol,CASTLES-Pro,3.088123,
